,Category,Sentence
6029,4,"... very funny, very entertaining..."
6030,0,"""The Adventures of Pluto Nash"" is a big stinker."
6031,2,"Basically, it's nice, but stupid."
6032,2,"This version goes beyond the nostalgia of the original after the shared cinematic experiences of yesteryear to a deeper understanding of cinema's inability to stand up for real, lived experience."
6033,1,Just about as sexy and dangerous as an actress in a role reminiscent of Elizabeth Berklee's flopping dolphin.
6034,0,Makes a joke of chases for an hour and then gives us half an hour of chases.
6035,2,"Ryosuke has created a witty, engaging, if languishing meditation on the meaning and value of the family."
6036,3,"Buy is an accomplished actress, and that's a big, juicy role."
6037,3,"Sharp-eyed and refreshingly natural, Swimming gets all the right details, from its scantily clad boardwalk in Myrtle Beach, S.C., to the adrenaline rush of a sudden lunch rush at dinner."
6038,4,"Exalting as only a document of the worst possibilities of mankind can be, and among the best films of the year."
6039,4,"Strange, funny, twisted, brilliant and macabre."
6040,3,"Even if Martha is mostly not surprised, it is still a sweet, even delicious change."
6041,0,"An absurd, prudish whodunit."
6042,3,"In the director's editing, the film is not only a love song to cinema, but also a broader example of the kind of lush, all-enveloping cinematic experience he rhapsodizes."
6043,1,"The script is a disaster, with disturbing messages and irritating characters."
6044,3,The hypnotic images and fragmentary history explore the connections between place and personal identity.
6045,2,"The film gives us fascinating insights into the insights gained from a life of spiritual exploration, but Ram Dass: Fierce Grace does not organize it with a particular insight."
6046,3,A surprisingly sweet and gentle comedy.
6047,0,"Despite the Paramount imprint, it's a European pickup in a bargain basement."
6048,1,A pitch-black comedy that often slips into cheesy sentimentality would probably not improve much after a therapeutic shock treatment.
6049,3,"Nicole Holofcenter, the insightful writer and director of this illuminating comedy, doesn't package the proceedings neatly, but the ideas fit together beautifully."
6050,1,"Despite some funny sparks, Welcome to Collinwood never catches fire."
6051,1,It is rare that a film can be as intelligent in every way as this one; everything that is good is ultimately nullified by a plot that is simply too boring and obvious.
6052,3,It's hard not to be grateful for freedom after a film like this.
6053,4,"Poetry in motion, filmed."
6054,2,"Meyjes focuses too much on Max to fill the canvas with this tortured, boring artist and monster-in-the-making."
6055,3,"Caruso sometimes sinks into sub-Tarantino cuteness... but for the most part he makes The Salton Sea work the way a good noir should, keeping it tight and nasty."
6056,1,"If you are willing to do this, then you are so crazy!"
6057,2,"Brainy, artistic and mute, almost to asphyxiation."
6058,3,"It may not be a great piece of filmmaking, but its power comes from the soul - from the point of view of how well-intentioned paternalism masks social injustice, at least as depicted in this case."
6059,2,"It was full of shootouts, punches and more kisses than you could shake a stick at."
6060,1,The film is told in a scattered manner and only sporadically does justice to the stories and faces and the music of the men involved.
6061,2,in historical costumes and with a larger budget.
6062,0,"Beneath the eerie, inevitable and seemingly cunning façade of film-biz farce... hides a plot cobbled together from largely flat and uncreative moments."
6063,0,"The script's endless assault on embarrassing, hackneyed sex jokes is almost transparent, reminiscent of a rewritten script that was supposed to give the film a ""cooler"" PG-13 rating."
6064,4,"Mostly honest, this bleak picture emerges slowly, intelligently, artfully."
6065,2,"The Emperor's Club is one of those films that has all the good intentions in the world, but..."
6066,0,"A boring, dull and derivative horror film."
6067,3,"Formula-like, but funny."
6068,1,"Although Disney follows its standard formula in this animated adventure, it feels compelled to do more than usual."
6069,1,"Appropriately for this time of year, I assign a shining star to Roberto Benigni's Pinocchio - but guarantee that no wise men will follow him."
6070,0,"To paraphrase a line from another Dickens novel, Nicholas Nickleby is too much like a fragment of a sunken potato."
6071,4,"Offers the kind of ""laughter therapy"" I need from film comedies - offbeat humour, amusing characters and a happy ending."
6072,2,"Not a bad premise, but implementation is lacklustre at best."
6073,3,Remove Spider-Man the movie from its surroundings and it is obvious that this is a summer movie that satisfies.
6074,1,This film is too busy hitting all the markers assigned to it to lead a life of its own.
6075,0,"We liked Klein's other work, but rollerball left us cold."
6076,1,"It is never decided whether it should be a black comedy, a drama, a melodrama or a combination of the two."
6077,3,Maintain your sympathy for this otherwise challenging soul by participating in its one-space world for a while.
6078,2,"An insidious, derivative, savagely cruel portrait of a London sociopath who is the most fearsome sadist."
6079,1,Both deserved better.
6080,4,"Ms. Seigner and Mr. Serrault bring fresh, casual naturalism to their characters."
6081,3,Offers enough witty dialogue and sharp characterisations to be easily amusing.
6082,3,The work of a filmmaker who has buried secrets at the heart of his story and knows how to take the time to reveal them.
6083,3,Be patient with the beautiful silence!
6084,1,Go back to sleep.
6085,3,"The film does its best to process us, with second helpings of love, romance, tragedy, false dawns, real dawns, comic relief, two separate crises during marriage ceremonies and the lush Cotswolds countryside."
6086,0,"It's a despicable film, it really is and it makes absolutely no sense."
6087,4,"This captivating documentary... is playful and haunting at the same time, a profound portrait of an iconoclast who was basically unknown even to his closest friends."
6088,3,A good thriller.
6089,4,A film that contains almost as many delicacies for adults as for children and dog lovers.
6090,1,His screenplay serves as auto-criticism and his clumsiness as his own withering censorship.
6091,2,"Overall, it's a fairly mediocre family film."
6092,2,"Worse than ""Silence of the Lambs"" better than ""Hannibal"""
6093,3,Moonlight Mile gives itself the freedom to feel conflicting things.
6094,0,The story is spurious and its characters wafer thin.
6095,1,"For the most part, the picture is a shambles, littered with remarks so designed to arouse public sympathy that one might think he is running for office - or trying to win over a probation officer."
6096,2,The filmmakers might want to look it up.
6097,3,"It's a very tasteful rock'n ""roll movie."
6098,4,"Lux, who is now eighty, plays a great combination of narrator, Jewish grandmother and subject - and leads us through a film that is part biography, part entertainment and part history."
6099,1,"If you are not fans of the adventures of Steve and Terri, you should avoid this like the dreaded King Brown snake."
6100,0,"The original was not a good movie, but this remake makes it look like a masterpiece!"
6101,0,I suppose it just goes to show that nothing good can happen when you give a filmmaker an unlimited amount of fake blood.
6102,3,"Although the film is well-intentioned, you could rent the original and get the same love story and parable."
6103,3,"The film, which represents both the scenic splendor of the mountains and the legendary actor Michel Serrault, is less successful on other levels."
6104,3,Draws the fine line between cheese and seriousness remarkably well; everything is delivered with such conviction that it is hard not to get carried away.
6105,3,"It's the perfect vehicle for Grant to finally get away from his usual bumpy, tongue-in-cheek screen personality."
6106,0,"If there was any doubt that Peter O'Fallon had no original bone in his body, a rumour of angels should dispel it."
6107,4,"Soderbergh's Solaris is a beautiful and deceptively minimalist cinematic sound poem that is more about general feelings, broader ideas and open questions than concrete history and definitive answers."
6108,3,Garcia and the other players help make the shaky premise work.
6109,3,"This is a smart film that knows its classical music, knows its Freud and knows its Sade."
6110,1,If only she had the right story.
6111,2,An R-rated road trip version of Mama's Family.
6112,3,A coming-of-age film that avoids the caricatured clichés and mocking humor of the genre because it offers a fresh look at an old type - the insecure girl on the edge of femininity.
6113,3,Happy Times maintains an appealing look without becoming too sweet.
6114,2,A static and sugary half-hour after-school special about interreligious understanding that stretched over 90 minutes.
6115,2,"Essentially, the film is weak in detail and strong in personality"
6116,3,"For the most part, the picture offers a satisfyingly disturbing glimpse into the dark corners of our national psyche."
6117,2,Sometimes shorter is better.
6118,0,"Several uninteresting, unsympathetic people do bad things to each other in ""Unfaithful."""
6119,1,But this time the old MIB label stands for Milder Is n'Better.
6120,1,It gets old fast.
6121,3,"This is a visually powerful rumination on love, memory, history and the war between art and commerce."
6122,3,"Some of the most devastating, devastating, terrifying war scenes since ""Saving Private Ryan"" were recreated by John Woo in this little-known story about the Indians and their role in the Second Great War."
6123,2,"The filmmaker is literally ascending to the Olympus of the art world, but he would have done well to end this flawed, dazzling series with something other than his own creator."
6124,1,A sneaky ode to female companionship penned by a man who has little idea of the nature of women or friendship.
6125,3,Well done supernatural thriller with sharp insights into parapsychological phenomena and the emotional nuances of the grieving process.
6126,2,"... a largely boring affair with a confusing, sudden finale that is likely to annoy viewers."
6127,3,But it also has many things that made the first charming.
6128,0,"Totally over the top, deeply biased and designed to make you feel guilty for ignoring what the filmmakers clearly believe to be the greatest musicians of all time."
6129,1,What could have been a nifty storyline in Steven Soderbergh's Traffic arrives at no satisfactory destination.
6130,1,She wears her heart on the sleeve of her garish Hawaiian shirt.
6131,4,"Nevertheless, he appreciates art and shows a music scene that transcends culture and race."
6132,4,A must for fans of thoughtful war movies and those interested in the sights and sounds of battle.
6133,2,"The animations and backdrops are lush and inventive, but Return to Neverland never manages to take us to this elusive, beautiful place where we suspend our disbelief."
6134,2,It bites hard.
6135,3,A captivating portrait of uncompromising artists trying to create something original against the backdrop of a corporate music industry that seems to care only about the essentials.
6136,2,A brilliant gag at the expense of those who paid to see it and those who pay to see it.
6137,1,The Importance of Being Earnest film seems to miss much of the play's biting repartee. '
6138,0,The master of disguise is terrible.
6139,3,"But it's more fun than I expected, and that's because the laughs come from pretty simple comedic constructs."
6140,3,-LRB- < unk > Take Care of My Cat '-RRB- is an honestly nice little film that takes us on an exploration of young adult life in urban South Korea through the hearts and minds of the five patrons.
6141,4,Ong's promising debut is a warm-hearted and well-told story about the experiences of a Chinese immigrant in New York City.
6142,3,"A captivating, blunt work that serves as a painful elegy and sobering warning."
6143,2,"Venezuelans say things like < unk > si, pretty much 'and < unk > por favor, go home' when they talk to Americans."
6144,0,"Ultimately, yes, the snail's pace and lack of thematic resonance make the film more silly than scary, like some sort of Martha Stewart decoration program running amok."
6145,0,Skip the movie and buy the Philip Glass Soundtrack CD.
6146,1,The package in which this fascinating - and timely - content is packaged is disappointingly generic.
6147,1,"An entertainment so enamored of its exaggerated mythology that it no longer recognizes cinema-goers ""needs for real characters and compelling plots."
6148,0,"Despite the Paramount imprint, it's a European pickup in a bargain basement."
6149,3,"Unfolds in a series of achronological vignettes, the cumulative effect of which is frightening."
6150,3,Surprisingly revealing
6151,3,"Strange, but delightful."
6152,1,"Despite his humorous failure, the man who wrote Rocky doesn't deserve to sink with such a leaky ship."
6153,4,"Morvern Callar confirms Lynne Ramsay as an important, original talent in international cinema."
6154,2,This sci-fi techno-sex thriller begins bizarrely and gets weirder all the time.
6155,0,"Silly, infantile, redundant, sloppy, exaggerated and amateurish."
6156,2,"The story is well told, and the characters will not disappoint anyone who appreciates the original comics."
6157,1,I found the film as divided against itself as the dysfunctional family it portrays.
6158,4,A fascinating documentary about the guru's long and eventful spiritual journey that helped usher in the new era.
6159,3,"A family film about time, death, eternity and what it takes to live a rich and fulfilling life."
6160,1,"At every opportunity to do something clever, the film goes out of its way to kill any sense of credibility... all that remains is an unsurprising series of explosions and violence, while Banderas looks like he's not trying to laugh at how bad it is"
6161,0,"""Analyse That"" is one of those crass, invented sequels that not only fails by itself, but also reveals the affection for the original only at a second glance."
6162,4,The film captivates with dry humour and harrowing shocks as well as moments of breathtaking mystery.
6163,3,"""The path paved with good intentions leads to the video library"""
6164,3,A clever script and skilful actors bring new energy to the familiar theme of office politics.
6165,2,At the same time heartbreakingly beautiful and gloriously sad.
6166,4,"Pacino and Williams always seem to outdo each other, just like their characters in the film."
6167,1,"Even fans of Ismail Merchant's work, I suspect, would struggle to sit through it."
6168,0,Collapses after 30 minutes into a deafening series of pubescent violence.
6169,3,"It takes a close look at fragile, complex relationships."
6170,2,"While -LRB- Roman Coppola -RRB- can score stylistically, he fluctuates with respect to the story."
6171,3,"""Birthday Girl"" is primarily an actor's movie."
6172,0,"The film is silly and incomprehensible, and even if it were not silly, it would still be incomprehensible."
6173,3,What -LRB- Free -RRB- gives us... is a man who uses the damage of war - much more often than the war itself - to create the kind of art shots that fill galleries.
6174,1,"The first mistake, I suspect, is to cast Shatner as a legendary professor and Kunis as a brilliant college student - where's Pauly Shore as a rocket scientist?"
6175,2,"In this film, Australian David Caesar channels the not-quite-dead career of Guy Ritchie."
6176,2,"It's a documentary that says that alternative sexuality, which is supposed to set you free, requires so much relationship nurturing that celibacy can look good."
6177,1,Don't be fooled by the subtitles; the film just proves that Hollywood no longer has a monopoly on mindless action.
6178,1,Two poorly interwoven stories drowned out by all-too-refined complexity.
6179,1,"Like Mike is a light and uninventive film: like the eccentric Michael Jordan to whom the title refers, many can aspire, but none can catch up."
6180,1,"Statham uses an accent that I think is an attempt to bully Americans, but sometimes he just lapses into overtly British."
6181,3,... rather adorable.
6182,2,"Has all the right elements, but completely fails to interact."
6183,2,The Balkans is the obstacle course for the love of a good woman.
6184,2,"The film flutters at times... but there are enough subplots to move things along at a brisk, amusing pace."
6185,1,"Unambitious writing appears in the film, with a plot that could have come from an animated textbook."
6186,3,Do a good job of setting the time and place and telling the story of a fascinating character.
6187,3,Strange and beautiful film.
6188,4,"In some films flamboyant and in others artfully restrained, 65-year-old Jack Nicholson, with his twelfth Oscar nomination, could prove that he chooses his roles with the precision of an actuary more than ever."
6189,0,I hate the feeling of being slimmed down in the name of high art.
6190,2,"As a farce of a parody of a comedy of a premise, it's not so much a comparison with reality as a commentary on our knowledge of movies."
6191,2,"Gangs, despite the seriousness of their subject matter, are often as funny to watch as a good spaghetti western."
6192,1,"Since Dahmer relies on the usual slasher flash thrill when he should be at his most in the murderer's head, he misses a great chance to truly reveal his psyche."
6193,2,Perhaps Thomas Wolfe was right: you can't go home.
6194,3,"Not only to remind them of how they used to make films, but also how they can still be made sometimes."
6195,1,"Like a mediocre network sitcom - for the most part harmless, hugely amusing, but ultimately so weightless that a decent draft in the auditorium could sweep it off the screen."
6196,2,"In fact, none of these words really apply to the particular kind of viciousness called Deuces Wild."
6197,0,Sounds like a poor mix of an over-ripe episode of Dawson's Creek on TV and a recycled and run-down version of Love Story.
6198,3,"A disoriented but occasionally disarming saga full of moments from an Alice in Wonderland adventure, a stalker thriller and a compressed season of Big Brother on TV."
6199,0,"... an hour and a half of harmless, unforgettable filler."
6200,4,"Although the Naipaul original remains the true masterpiece, the film has its own languishing charm."
6201,1,"The characters are based on common clichés, and the attempt to complicate the story only eludes credibility."
6202,1,"The narrator and the other characters try to convince us that acting transfigures Esther, but on stage you have never seen her speak; you feel betrayed, and Esther seems to remain stubborn unchanged."
6203,2,Watching this underdramatised but exaggerated film is like watching a therapy session brought to life by a Freudian puppet.
6204,1,"If they had broken out into elaborate choreography, singing and finger-clicking, it might have caught my attention, but as it stands, I kept searching for the last exit from Brooklyn."
6205,1,The story is - forgive me - a bit thin and the filmmaking clumsy and rushed.
6206,3,But the fact that they are doing so is food for thought.
6207,0,"Unspeakable, of course, hardly begins to describe the plot and its complications."
6208,1,"Donovan... squanders his most important asset, Jackie Chan, and fumbles the crucial action sequences."
6209,3,"I admire the film's closing scenes, which seem to ask whether our civilisation offers a cure for Vincent's ailments."
6210,4,"A sensitive, moving, brilliantly constructed work."
6211,3,The journey to the final discovery of the mystery is a separate adventure and thrill enough.
6212,1,"The film's messages are admirable, but the story is just too clichéd and too often strains credulity."
6213,1,"It's not just boring because we've seen -LRB- Eddie -RRB- Murphy chop the brilliant villain to death, but because the plot is just as hackneyed."
6214,0,"A 75-minute sampling of childish rubbish, listless, mindless and devoid of any hint of humour."
6215,0,"Sorority Boys, which is just as bad about it, is cruel, takes away any potential laugh and stomps life out of it."
6216,1,The problem is that Van Wilder does little that is really funny about the material.
6217,0,The innate theatricality that provides thrills and extreme emotions loses its lustre when it is flattened on screen.
6218,2,Turn on the ouzo!
6219,2,"A good film, but it would be much better if he stayed with Betty Fisher and left the other stories out."
6220,2,"This look at the skateboard revolution of the 1970s is more than just a portrait of early extreme sports, but a skateboard film as a social anthropology..."
6221,3,"Even in the worst-case scenario, it's not half so bad."
6222,3,Cool.
6223,0,It shows that some studios firmly believe that people have lost the ability to think and will forgive any sloppy product as long as there is a little girl-against-girl action.
6224,1,A film that plays things so well that it is often puffed up for the big screen like a Milquetoast film of the week.
6225,1,She never inspires more than an interested distance.
6226,3,He observes them drifting in the oceans of their personality.
6227,2,"Like its predecessor, it is not a classic, but offers a reasonably attractive holiday offer that families looking for a clean, child-friendly getaway should look for."
6228,3,"It is a strength of a documentary to ignore existing prejudices, especially as seductively simple as it would have been under this premise."
6229,1,There is incoherence.
6230,3,"For once, a film does not tell the truth about two somebodies in love, but leaves them time and space to convince us."
6231,1,"A sometimes incisive and sensitive portrait, undercut by its clumsy structure and a final inclination towards melodrama."
6232,1,But it would be better to wait for the video.
6233,4,"Spielberg's first real masterpiece, it earned all the hearts it won - and still wins 20 years later."
6234,0,"In this environment, their fight is just too ridiculous and borderline insulting."
6235,4,"It's endlessly inventive, consistently intelligent and dizzyingly wild."
6236,1,"The whole point of a shaggy dog story, of course, is that it leads nowhere, and that's classic nowhere in any sense."
6237,1,"If you have a house full of children - don't worry, it will be on video long before they grow up and you can wait until then."
6238,2,"I'm sure the filmmakers found this a remarkable and novel concept, but"
6239,1,"Hoffman waits too long to steer his film in an unexpected direction, and even then his tone retains a posh preschool quality that feels dusty and leather-bound."
6240,1,"A heavy stench of ""Once Upon a Time, Done"" hangs over the film."
6241,4,"Directed by Spielberg, who convincingly impersonates a director who enjoys himself tremendously, it all works smoothly."
6242,4,That's not a lie - Big Fat Liar is a real charmer.
6243,1,This is the kind of movie where the big scene is a man being shot out of a cannon into a vat of ice.
6244,4,This is DiCaprio's best performance in a movie of all time and certainly the most remarkable film of the year.
6245,1,"Despite a script attributed to no fewer than five authors, no one seems to have bothered to review it twice."
6246,0,"A deeply stupid affair, peopling its hackneyed and mean plot with cardboard characters and actors who value cash rather than credibility."
6247,1,Action - mechanical.
6248,3,"Creepy in his objective portrait of a bleak, lost America of the 21st century."
6249,1,"Nothing comes across as comical here as in Analysis This, not even Joe Viterelli as De Niro's right-hand Goombah."
6250,1,The film is purely routine.
6251,2,"A slightly amusing, if toothless, adaptation of a much better book."
6252,0,"It might as well be ""Jar-Jar Binks: The Movie."" """
6253,4,Exceptional debut from Josh Koury.
6254,2,"Although excessively tiresome, the principle of uncertainty, however verbally pretentious the title, has a handful of redeeming features, as long as one disregards one's capacity for boredom."
6255,1,I'm sorry to say that should seal the deal - Arnold isn't back and won't be.
6256,2,"In this film, Australian David Caesar channels the not-quite-dead career of Guy Ritchie."
6257,1,"To get to the bottom of the psychology of this film, it takes many sessions on Dr. Freud's couch."
6258,3,Daughter from Danang stays with her subjects a little longer and tells a deeper story
6259,4,"Funny, visually captivating and never boring, this film challenges us to think about the way we consume pop culture."
6260,1,"Like a grinning Jack O'Lantern, his apparent joy has arisen from a lobotomy, after all his vital essences have been hollowed out and thrown away."
6261,0,"'It's painful to see Witherspoon's talents wasted in unnecessary films like Legally Blonde and Sweet Home Abomination, Alabama. '"
6262,3,"It's pretty linear and just make-up depth, but Bogdanovich combines it with efficiency and affection for the time."
6263,1,"The mantra behind the project seems to have been: ""It's a no-brainer."""
6264,1,Why did they think it necessary to document all this emotional misery?
6265,3,"Competently staged, but deadpan drama."
6266,1,"Despite charm and heart, this quirky football import is unforgettable"
6267,2,Oliveira seems to follow the representation of the silent film with every sad composition.
6268,3,"Welles groupie Peter Bogdanovich took a long time to make it, but he has finally delivered his own broadside at publishing giant William Randolph Hearst."
6269,2,Now he makes them.
6270,1,"The city somehow has an authentic feeling, but every single one of these people stands out and everyone else is in the background, and it just seems to me to be fabricated and artificial."
6271,3,"In the end, the film is less the cheap thriller you'd expect, but rather a rather insightful study of its two main characters - people whose orbits will inevitably and dangerously collide."
6272,0,Canal rats could watch this film and would be so out of place that they would need a shower.
6273,3,"His metaphors are opaque enough to avoid didactics, and the film succeeds as an emotionally accessible, almost mystical work."
6274,2,It follows the basic plot of almost every Schwarzenegger film: someone crosses Arnie.
6275,3,"Each frame of this stylish film has a strong director's stamp that can visualize schizophrenia, but is confident enough to retreat and look at the sick character with a healthy eye."
6276,2,"Blade II has a brilliant director and charismatic star, but suffers from rampant vampire devaluation."
6277,1,"Although it's trying to be a lot more, it's really just another major league."
6278,1,I don't think Resident Evil is either.
6279,2,"A film that will probably delight people who are already fascinated by Behan, but make everyone else yawn with admiration."
6280,1,Bean drops the ball too often... in the hope that the cunning premise will generate enough interest to make up for an unfocused screenplay.
6281,2,Just what you'd expect from a guy called Kaos.
6282,1,It turned out that the best years of the franchise system are long gone.
6283,3,... a guiltless film for a nice evening.
6284,1,A characteristically narrow-minded and sloppy coming-of-age film.
6285,0,This overproduced piece of dirt is shockingly bad and totally unnecessary.
6286,4,"Third time's the charm... yeah, baby!"
6287,4,Miller comes to the film with compelling intelligence and a painterly and literary vision.
6288,1,"Scotland, PA, is far too direct to go beyond its clever concept."
6289,2,Racer?
6290,3,"Everything plays out... like a high-end comedy by John Hughes, a sort of Elder Bueller timeout."
6291,3,"Oh, James!"
6292,2,You might think that America has had enough of brave British eccentrics with gilded hearts.
6293,3,"It's fun, but it's a real howler."
6294,1,"Sadly, there is almost nothing in this shallow endeavour to amuse or entertain them."
6295,1,"As far as the children are concerned, they have no fun at all with the film."
6296,0,There is no psychology or real narrative logic here - just a series of carefully choreographed atrocities that become strangely impersonal and abstract.
6297,2,All that proves is that there really is only one film worth decent gags that can be read out of the premise.
6298,1,"At 90 minutes, this film is short, but it feels much longer."
6299,0,"Makes 98 minutes, three hours."
6300,1,No more or less than a veritable bodice-ripper - he should have discarded the artistic demands and indulged in the entertaining shallows.
6301,1,"Halfway through the film, the humor subsides."
6302,4,"A thoughtful, reverent portrait of what is essentially a subculture, with its own rules of love and family, governance and hierarchy."
6303,3,"The script is clever, not over-the-top."
6304,1,"As soon as the downward spiral takes place, the autofocus turns out to be your typical junkie opera..."
6305,3,"A subtle, humorous and illuminating study of politics, power and social mobility."
6306,0,"Many people only visited the attraction because it was hot outside and air-conditioned inside, and I don't think A.C. will help this movie a bit."
6307,3,"An ambitious ""what if?"""
6308,1,It's like driving past.
6309,2,"Chef Gabriele Muccino keeps it quick - zippy, comin'at ya - as if he fears his film is molto superficial."
6310,4,"As a director, Paxton is surprisingly brilliant, cleverly piecing together what could have been a bewildering and horrifying vision into an intense and captivating head-trip."
6311,3,The heat of the moment prevails.
6312,4,"Visually stunning, visually exciting and dramatically moving - that is the definition of epic adventure."
6313,3,"Despite its high budget, the film is such a bright spot on the radar screen of the year that it's tempting to just go on tour with it."
6314,1,"I can think of this film as a b / w British comedy, circa 1960, with Peter Sellers, Kenneth Williams and others, but at this time, with this cast, this film is hopeless."
6315,0,"There are cheesy backdrops, ridiculous action sequences and lots of tired jokes about men in high heels."
6316,2,"The most misanthropic big studio image in 3,000 miles to Graceland."
6317,2,It is there to give them a good time.
6318,3,"You can sit through a B-movie, enjoy it at a certain level and then forget about it."
6319,4,The lively appeal of The Last Kiss lies in the ease with which it integrates thoughtfulness and pasta-fagioli comedy.
6320,4,"For those who boast sophisticated, sophisticated tastes, this may not seem like the right cup of tea, but it is almost guaranteed that even the fullest moviegoers will laugh at their\ * * * * for an hour and a half."
6321,3,Quite entertaining.
6322,3,"A moving story of love and destruction in unexpected places, unexplored lives."
6323,2,"The boring outweighs the clever, and Cletis Tout will never be the smart crime comedy she thinks she is."
6324,4,"Enormously entertaining from start to finish, with a fall from grace that still sends shockwaves, it will satisfy anyone who has ever suspected Hollywood of being overrun by corrupt and hedonistic weasels."
6325,3,I can't recommend this film.
6326,4,"""Red Dragon"" is entertaining."
6327,1,This could be the first cartoon ever to appear on the projection screen of a sports bar.
6328,1,"-LRB - Johnnie To and Wai Ka Fai will no doubt find an enthusiastic audience among fans of American action adventures, but the film's interests may be too narrow to attract crossover viewers."
6329,3,"Much is funny, but there are also surprising, surreal moments..."
6330,3,"The drama of temptation, salvation and good intentions is a thoughtful examination of faith, love and power."
6331,0,It would take a complete idiot to screw up a film version of Oscar Wilde's classic satire.
6332,3,"""Birthday Girl"" is primarily an actor's movie."
6333,3,The film brims with craftsmanship.
6334,3,They will be moved in the end.
6335,3,A gripping and disturbing psychological drama.
6336,1,It is one thing to read or rail against the ongoing - and unprecedented - construction project that is going on above our heads.
6337,4,I loved that movie.
6338,1,"Little action, almost no suspense or believable suspense, one-dimensional characters and backdrops that can only be described as science fiction."
6339,1,"An incredibly stupid film, if occasionally funny enough to make you forget its absurdity."
6340,0,"If you value your time and money, find an exit clause and avoid this mundane, predictable repetition."
6341,2,"At its worst, it's Rambo - meets John Ford."
6342,3,A fun ride.
6343,2,Weiss and Speck never argue convincingly for the relevance of these two 20th-century footnotes.
6344,3,"A charming, witty comedy... one of those breezy cinematic sweets whose goals - and thus achievements - seem deceptively trivial on the surface."
6345,0,The logic of it all will be Greek for anyone not attuned to the film's crude and heavy-handed humor.
6346,3,"From blushing to bubbling - Imamura splashes the screen in ""Warm Water Under Red Bridge"""
6347,2,"Tom Shadyac has learned a little more since directing Adams, but he still hesitates with every point until the slowest viewer understands it."
6348,3,Chaiken cleverly balances real-time rhythms with driving events.
6349,4,"What is most poignant about ""Fence"" is its conclusion, when we hear the final fate of these girls and find, to our great dismay, that this really happened."
6350,1,Feels really like a short stretched length.
6351,2,"The film has no respect for the law, political correctness, or common decency, but it does show something more important: respect for its flawed, crazy people."
6352,1,"For now, they are merely signposts for the slow, sustained death of fantasy."
6353,3,Much of this smooth and lively CGI feature is funny enough to amuse even the resolutely non-religious parents who accompany their little ones to megaplex screenings.
6354,2,"""Feardotcom"" has what it takes to be an interesting meditation on the ethereal nature of the Internet and the otherworldly energies it could channel, but it just becomes a routine shocker."
6355,2,It's quite another to feel physically trapped.
6356,3,"The trick in looking at Godard is to capture the pitch of his poetics, to enjoy the joy of his sounds and images, and to reflect on the historical, philosophical, and ethical questions that intersect with them."
6357,3,Her performance oscillates between heartache and rebellion as she constantly tries to adapt and gain the unconditional love she seeks.
6358,3,What keeps this deeply moving film from being just a collection of painful cases is Corcuera's attention to detail.
6359,2,Samuel Beckett applied for the Iranian election process.
6360,1,"A pale Xerox from other, better thrillers."
6361,1,Obvious.
6362,3,One of those inconspicuous films that sneak up on you and stay with you long after you have left the theater.
6363,2,Take one character we don't like and another we don't believe in and lead him into a battle of wills that is impossible to care about and not very funny.
6364,0,"Becomes a bit of a mish-mash: a tear-jerker that doesn't do it, and a thriller that doesn't."
6365,0,A relative decline.
6366,0,A story that does not rise above its disgusting source material.
6367,2,The portrait of an artist.
6368,3,Funny dialogues between realistic characters showing honest emotions.
6369,4,Morton deserves an Oscar nomination.
6370,2,Visually exciting sci-fi film suffering from a lacklustre script.
6371,2,The same should apply to cinemas.
6372,3,"Terry is a sort of geriatric Dirty Harry, which will please Eastwood's loyal fans - and fits the story of our hero having to deal ruthlessly with incompetent cops to get his man."
6373,2,"Harry Potter and the Chamber of Secrets is déjà vu again, and while that's a cliche, nothing could be more apt."
6374,1,The drama reveals almost nothing.
6375,3,"If you opt for a silly hack-and-slash flick, you can't go wrong with Jason X."
6376,2,"Humorous, artistic and even cute, in a weird, dark, vaguely disturbing way."
6377,1,This unbearable film is meant to reflect on existential suffering.
6378,2,Tells -LRB- the story -RRB- with such atmospheric ballast that it is simply a matter of -LRB- shrugging off -RRB-.
6379,2,Distracting French comedy in which a husband has to cope with the annoying vagaries of jealousy.
6380,1,"If you want to revive the magic of the first movie, you need a stronger stomach than we do."
6381,2,It simply does not carry enough weight to justify its two-hour running time.
6382,4,"Nair's attention to detail creates an impeccable sense of the right place, while Thurman and Lewis give what can easily be described as career-best performances."
6383,1,Technically and artistically clumsy.
6384,4,"Lively colored and beautifully designed, Metropolis is a feast for the eyes."
6385,3,"The film's risk of occasionally breaking up the live-action scenes with animated sequences pays off, as does its sensitive handling of sensitive topics."
6386,4,"Fontaine's direction, especially her pleasantly stunning use of close-ups and her grace with the moving camera, create a cinematic appeal of sheer beauty."
6387,2,This will continue as long as there are moviegoers eager to see strange young guys doing strange things.
6388,1,"plays like an unbalanced mixture of graphic combat material and almost sugary domestic interludes, which are pure Hollywood."
6389,1,"A ""Home Alone"" movie that's staged like ""Rosemary's Baby,"" but not as well thought out as any of those movies."
6390,1,"All three descriptions fit with Evelyn, a stained and obvious drama that tells us nothing new."
6391,3,"Much has been written about those years when the psychedelic 60s turned into the gay 70s, but words don't really do the era justice."
6392,0,"It is hard to imagine that a muddled, less interesting and sloppy film could be released in 2002."
6393,4,Neil Burger has succeeded in... turning the mystery of four decades into a springboard for a more immediate mystery in the present.
